id,date,time,timezone,user_id,username,tweet,replies,retweets,likes,location,hashtags,link
151374751024160769,2011-12-26,18:52:07,UTC,110394348,HurricaneIsaac,I believe in you @brandonzwa,0,0,0,,[],https://twitter.com/HurricaneIsaac/status/151374751024160769/
149507033299820544,2011-12-21,15:10:29,UTC,389340660,AmzDeDeals,#Amazon #Deals : Hurricane Isaac (2000)  http://amzn.to/s14j58 ,0,0,0,,"['#Amazon', '#Deals']",https://twitter.com/AmzDeDeals/status/149507033299820544/
146979605398560768,2011-12-14,15:47:23,UTC,110394348,HurricaneIsaac,@diamond_danny @Diamond_Danny I have assumed a role as resident guy who will speak his mind. So I am not well loved...,0,0,0,,[],https://twitter.com/HurricaneIsaac/status/146979605398560768/
138407616736010240,2011-11-20,00:05:21,UTC,110394348,HurricaneIsaac,@amberto I have more commonly had crust punk issues myself,0,0,0,,[],https://twitter.com/HurricaneIsaac/status/138407616736010240/
138304976719060992,2011-11-20,17:17:30,UTC,110394348,HurricaneIsaac,Good news y'all. The National Churchill Museum is here in Missouri! The only thing we have to fear is missing out!,0,0,0,,[],https://twitter.com/HurricaneIsaac/status/138304976719060992/
136143734424338432,2011-11-14,18:09:30,UTC,1015901,loganmills,"@HurricaneIsaac Yeah totally, @cashrhymes and I have both been playing it since Friday. Tons of fun stuff to do, Mario Land is just...great",0,0,0,,[],https://twitter.com/loganmills/status/136143734424338432/
136127352005603328,2011-11-14,17:04:24,UTC,110394348,HurricaneIsaac,"@loganmills skyrim is still good though, right?",1,0,0,,[],https://twitter.com/HurricaneIsaac/status/136127352005603328/
135117041232388096,2011-11-11,22:09:47,UTC,266687377,HurricaneBlows,"_Hurricane_ Isaac is heading straight for Pensacola , Florida . It has already hit Jamaica as a category-4 storm,...  http://dlvr.it/vhNzz ",0,0,0,,[],https://twitter.com/HurricaneBlows/status/135117041232388096/
134482188543598592,2011-11-09,04:07:06,UTC,375088313,EarlThePearll_,@tmeezzy_thuggin hurricane isaac came and toe your city down lol,1,0,0,,[],https://twitter.com/EarlThePearll_/status/134482188543598592/
134481142354149377,2011-11-09,04:02:57,UTC,375088313,EarlThePearll_,@tmeezzy_thuggin inoo i was quiet i should of got readi for hurricane isaac because he came through lol,1,0,0,,[],https://twitter.com/EarlThePearll_/status/134481142354149377/
130387697608032256,2011-10-29,20:57:04,UTC,110394348,HurricaneIsaac,"Also, if you don't appreciate that as the greatest tweet of all time (OF ALL TIME!) your internet privileges are hereby revoked.",0,0,0,,[],https://twitter.com/HurricaneIsaac/status/130387697608032256/
130387443496132608,2011-10-29,20:56:03,UTC,110394348,HurricaneIsaac,Dear Chuck E. Cheese. We are coming. You better have a changing table big enough for a grown a-- woman.,0,0,0,,[],https://twitter.com/HurricaneIsaac/status/130387443496132608/
130213647967453184,2011-10-29,09:25:27,UTC,272442575,LottoLucks,Hurricane Isaac: Did you know:,0,0,0,,[],https://twitter.com/LottoLucks/status/130213647967453184/
121017729300963329,2011-10-03,00:24:09,UTC,110394348,HurricaneIsaac,Holy Lord! Look at that Chorizo! #IMAPUTITINMAHCHILI,0,0,0,,['#IMAPUTITINMAHCHILI'],https://twitter.com/HurricaneIsaac/status/121017729300963329/
119446592871866368,2011-09-29,16:21:01,UTC,110394348,HurricaneIsaac,@danhaefs Went from loving this job to the Guy who takes psyche-myself-up walks in 48 hours this week.,0,0,0,,[],https://twitter.com/HurricaneIsaac/status/119446592871866368/
118785034319708160,2011-09-27,20:32:13,UTC,110394348,HurricaneIsaac,@danhaefs I am three red bulls and four cups of coffee into an all day training thing. My very aura just punched a hole into a tercel.,1,0,0,,[],https://twitter.com/HurricaneIsaac/status/118785034319708160/
117354289281773568,2011-09-23,21:46:57,UTC,110394348,HurricaneIsaac,"@brandonzwa @danhaefs @amberto who just dropped a ""hit send and run"" email? This Guy... gooooooo gainful employment!",1,0,0,,[],https://twitter.com/HurricaneIsaac/status/117354289281773568/
117239286612508672,2011-09-23,14:09:58,UTC,351019267,tay_jolly,It's raining like hurricane Isaac outside,0,0,0,,[],https://twitter.com/tay_jolly/status/117239286612508672/
115043931657486336,2011-09-17,12:46:25,UTC,110394348,HurricaneIsaac,Sausage gravy in a bowl and THE BOWL IS THE BISCUIT!!!!  #bobevans,0,0,0,,['#bobevans'],https://twitter.com/HurricaneIsaac/status/115043931657486336/
114039185723236352,2011-09-14,18:13:55,UTC,14425673,amberto,@HurricaneIsaac @hurricaneIsaac but srsly good job ;),0,0,0,,[],https://twitter.com/amberto/status/114039185723236352/
